Alabama,, Average Temperature,
201611,South Carolina,55.6,2.4
201612,South Carolina,49,-0.4
201701,South Carolina,51.4,6.4
201702,South Carolina,55.5,6.3
201703,South Carolina,55.5,0.7
201704,South Carolina,67,3.2
201705,South Carolina,71.5,-0.4
201706,South Carolina,76.9,-1.9
201707,South Carolina,81,-0.4
201708,South Carolina,79.4,-0.4
201709,South Carolina,74.3,-1.3
201710,South Carolina,66.2,1.2
201711,South Carolina,54.3,1.1
201712,South Carolina,47.8,-1.6
201801,South Carolina,40.6,-4.4
201802,South Carolina,57.4,8.2
201803,South Carolina,52,-2.8
201804,South Carolina,60,-3.8
201805,South Carolina,73.8,1.9
201806,South Carolina,80.2,1.4
201807,South Carolina,80.2,-1.2
201808,South Carolina,80,0.2
201809,South Carolina,79.4,3.8
201810,South Carolina,66.9,1.9
201811,South Carolina,51.9,-1.3
201812,South Carolina,48.6,-0.8
201901,South Carolina,46.7,1.7
201902,South Carolina,53,3.8
201903,South Carolina,54.1,-0.7
201904,South Carolina,64,0.2
201905,South Carolina,75.4,3.5
201906,South Carolina,77.2,-1.6
201907,South Carolina,81.4,0
201908,South Carolina,80.3,0.5
201909,South Carolina,78.3,2.7
201910,South Carolina,68.5,3.5
201911,South Carolina,51,-2.2
201912,South Carolina,50.3,0.9
202001,South Carolina,50.4,5.4
200001,South Dakota,21.1,2.4
200002,South Dakota,30.1,10.9
200003,South Dakota,39.3,5.5
200004,South Dakota,45,0.6
200005,South Dakota,58.1,2.5
200006,South Dakota,64.4,-2.9
200007,South Dakota,73,-0.4
200008,South Dakota,73.2,2.9
200009,South Dakota,62.3,0
200010,South Dakota,50.1,2.3
200011,South Dakota,24.4,-8.9
200012,South Dakota,10.5,-10.9
200101,South Dakota,22.7,4
200102,South Dakota,12.4,-6.8
200103,South Dakota,29.8,-4
200104,South Dakota,46.1,1.7
200105,South Dakota,57.8,2.2
200106,South Dakota,66,-1.3
200107,South Dakota,74.6,1.2
200108,South Dakota,73.4,3.1
200109,South Dakota,62.1,-0.2
200110,South Dakota,47.5,-0.3
200111,South Dakota,40.8,7.5
200112,South Dakota,24.7,3.3
200201,South Dakota,24.1,5.4
200202,South Dakota,29.6,10.4
200203,South Dakota,22.2,-11.6
200204,South Dakota,44.5,0.1
200205,South Dakota,52.4,-3.2
200206,South Dakota,70.4,3.1
200207,South Dakota,77.3,3.9
200208,South Dakota,70.4,0.1
200209,South Dakota,62.7,0.4
200210,South Dakota,39.5,-8.3
200211,South Dakota,34.5,1.2
200212,South Dakota,27.3,5.9
200301,South Dakota,19.8,1.1
200302,South Dakota,18.8,-0.4
200303,South Dakota,32.1,-1.7
200304,South Dakota,47.9,3.5
200305,South Dakota,55,-0.6
200306,South Dakota,63.9,-3.4
200307,South Dakota,74.4,1
200308,South Dakota,74.8,4.5
200309,South Dakota,60,-2.3
200310,South Dakota,51.8,4
200311,South Dakota,27.6,-5.7
200312,South Dakota,26.6,5.2
200401,South Dakota,16.1,-2.6
200402,South Dakota,22.9,3.7
200403,South Dakota,38.4,4.6
200404,South Dakota,47.9,3.5
200405,South Dakota,55.6,0
200406,South Dakota,62.1,-5.2
200407,South Dakota,70.8,-2.6
200408,South Dakota,66.1,-4.2
200409,South Dakota,63.1,0.8
200410,South Dakota,48.8,1
200411,South Dakota,36.6,3.3
200412,South Dakota,27.2,5.8
200501,South Dakota,16.8,-1.9
200502,South Dakota,29.3,10.1
200503,South Dakota,34.9,1.1
200504,South Dakota,48.2,3.8
200505,South Dakota,54,-1.6
200506,South Dakota,67.9,0.6
200507,South Dakota,74.4,1
200508,South Dakota,71,0.7
200509,South Dakota,65.5,3.2
200510,South Dakota,49.2,1.4
200511,South Dakota,36.8,3.5
200512,South Dakota,20.1,-1.3
200601,South Dakota,32.2,13.5
200602,South Dakota,23.3,4.1
200603,South Dakota,32.4,-1.4
200604,South Dakota,50.2,5.8
200605,South Dakota,58.2,2.6
200606,South Dakota,69.1,1.8
200607,South Dakota,78.2,4.8
200608,South Dakota,72.2,1.9
200609,South Dakota,56.8,-5.5
200610,South Dakota,44.4,-3.4
200611,South Dakota,33.7,0.4
200612,South Dakota,27,5.6
200701,South Dakota,20.1,1.4
200702,South Dakota,15.2,-4
200703,South Dakota,40.2,6.4
200704,South Dakota,42.9,-1.5
200705,South Dakota,60,4.4
200706,South Dakota,68.2,0.9
200707,South Dakota,76.5,3.1
200708,South Dakota,71.4,1.1
200709,South Dakota,62.6,0.3
200710,South Dakota,50.2,2.4
200711,South Dakota,34.9,1.6
200712,South Dakota,19.4,-2
200801,South Dakota,16.2,-2.5
200802,South Dakota,19.1,-0.1
200803,South Dakota,32.2,-1.6
200804,South Dakota,42.1,-2.3
200805,South Dakota,53,-2.6
200806,South Dakota,63.8,-3.5
200807,South Dakota,72.7,-0.7
200808,South Dakota,71.2,0.9
200809,South Dakota,60.3,-2
200810,South Dakota,47.2,-0.6
200811,South Dakota,34.2,0.9
200812,South Dakota,14.1,-7.3
200901,South Dakota,16.7,-2
200902,South Dakota,23.4,4.2
200903,South Dakota,30,-3.8
200904,South Dakota,42.3,-2.1
200905,South Dakota,55.8,0.2
200906,South Dakota,63.2,-4.1
200907,South Dakota,67.9,-5.5
200908,South Dakota,67.4,-2.9
200909,South Dakota,63,0.7
200910,South Dakota,39.5,-8.3
200911,South Dakota,40,6.7
200912,South Dakota,13.5,-7.9
201001,South Dakota,14.8,-3.9
201002,South Dakota,14.6,-4.6
201003,South Dakota,36.3,2.5
201004,South Dakota,49.3,4.9
201005,South Dakota,54.2,-1.4
201006,South Dakota,65.9,-1.4
201007,South Dakota,72.4,-1
201008,South Dakota,73.6,3.3
201009,South Dakota,59.1,-3.2
201010,South Dakota,51.6,3.8
201011,South Dakota,32.1,-1.2
201012,South Dakota,17.7,-3.7
201101,South Dakota,13,-5.7
201102,South Dakota,16.3,-2.9
201103,South Dakota,27.3,-6.5
201104,South Dakota,43.1,-1.3
201105,South Dakota,53,-2.6
201106,South Dakota,64.7,-2.6
201107,South Dakota,75.9,2.5
201108,South Dakota,71.6,1.3
201109,South Dakota,59.9,-2.4
201110,South Dakota,51.3,3.5
201111,South Dakota,34.4,1.1
201112,South Dakota,26.8,5.4
201201,South Dakota,25.4,6.7
201202,South Dakota,25.7,6.5
201203,South Dakota,47,13.2
201204,South Dakota,50.2,5.8
201205,South Dakota,58.3,2.7
201206,South Dakota,70.4,3.1
201207,South Dakota,78.7,5.3
201208,South Dakota,71,0.7
201209,South Dakota,62.6,0.3
201210,South Dakota,45.6,-2.2
201211,South Dakota,34.9,1.6
201212,South Dakota,21.4,0
201301,South Dakota,19.4,0.7
201302,South Dakota,23.8,4.6
201303,South Dakota,28.1,-5.7
201304,South Dakota,36.9,-7.5
201305,South Dakota,55.9,0.3
201306,South Dakota,65.3,-2
201307,South Dakota,71.8,-1.6
201308,South Dakota,71.6,1.3
201309,South Dakota,65.8,3.5
201310,South Dakota,44.3,-3.5
201311,South Dakota,32.1,-1.2
201312,South Dakota,13.5,-7.9
201401,South Dakota,18.3,-0.4
201402,South Dakota,13.9,-5.3
201403,South Dakota,29.4,-4.4
201404,South Dakota,43.4,-1
201405,South Dakota,55.6,0
201406,South Dakota,64.2,-3.1
201407,South Dakota,69.5,-3.9
201408,South Dakota,69.3,-1
201409,South Dakota,60.5,-1.8
201410,South Dakota,50.3,2.5
201411,South Dakota,25.6,-7.7
201412,South Dakota,24.2,2.8
201501,South Dakota,22.7,4
201502,South Dakota,19.5,0.3
201503,South Dakota,39,5.2
201504,South Dakota,47.7,3.3
201505,South Dakota,53.8,-1.8
201506,South Dakota,67.6,0.3
201507,South Dakota,72.1,-1.3
201508,South Dakota,69.8,-0.5
201509,South Dakota,65.9,3.6
201510,South Dakota,51.6,3.8
201511,South Dakota,36.4,3.1
201512,South Dakota,24.3,2.9
201601,South Dakota,19.8,1.1
201602,South Dakota,31.2,12
201603,South Dakota,40.1,6.3
201604,South Dakota,46.3,1.9
201605,South Dakota,56.7,1.1
201606,South Dakota,70.7,3.4
201607,South Dakota,73,-0.4
201608,South Dakota,71,0.7
201609,South Dakota,62.4,0.1
201610,South Dakota,51.6,3.8
201611,South Dakota,42,8.7
201612,South Dakota,15.4,-6
201701,South Dakota,16.5,-2.2
201702,South Dakota,29.4,10.2
201703,South Dakota,35.5,1.7
201704,South Dakota,46.1,1.7
201705,South Dakota,56,0.4
201706,South Dakota,68.1,0.8
201707,South Dakota,76,2.6
201708,South Dakota,67.4,-2.9
201709,South Dakota,61.8,-0.5
201710,South Dakota,48,0.2
201711,South Dakota,34.7,1.4
201712,South Dakota,21.7,0.3
201801,South Dakota,18.1,-0.6
201802,South Dakota,11.6,-7.6
201803,South Dakota,30.4,-3.4
201804,South Dakota,36.7,-7.7
201805,South Dakota,62.1,6.5
201806,South Dakota,69.3,2
201807,South Dakota,72.2,-1.2
201808,South Dakota,69.9,-0.4
201809,South Dakota,61.5,-0.8
201810,South Dakota,43.2,-4.6
201811,South Dakota,29.3,-4
201812,South Dakota,25.3,3.9
201901,South Dakota,18,-0.7
201902,South Dakota,6.1,-13.1
201903,South Dakota,25.1,-8.7
201904,South Dakota,44.2,-0.2
201905,South Dakota,50.4,-5.2
201906,South Dakota,66.3,-1
201907,South Dakota,72.1,-1.3
201908,South Dakota,68.2,-2.1
201909,South Dakota,63.1,0.8
201910,South Dakota,40.2,-7.6
201911,South Dakota,31.1,-2.2
201912,South Dakota,23.3,1.9
202001,South Dakota,20,1.3
200001,Tennessee,37.8,0.4
200002,Tennessee,45.4,3.6
200003,Tennessee,52.5,3.1
200004,Tennessee,55.3,-3.9
200005,Tennessee,68.8,0.8
200006,Tennessee,74.1,-1.2
200007,Tennessee,76.8,-1.3
200008,Tennessee,77.1,0.6
200009,Tennessee,69.6,-2
200010,Tennessee,61.1,1.1
200011,Tennessee,46.9,-1
200012,Tennessee,30.6,-11.8
200101,Tennessee,34.3,-3.1
200102,Tennessee,44.7,2.9
200103,Tennessee,44.6,-4.8
200104,Tennessee,61.3,2.1
200105,Tennessee,66.9,-1.1
200106,Tennessee,71.9,-3.4
200107,Tennessee,77.1,-1
200108,Tennessee,76.7,0.2
200109,Tennessee,67.6,-4
200110,Tennessee,56.5,-3.5
200111,Tennessee,53,5.1
200112,Tennessee,44.4,2
200201,Tennessee,40.3,2.9
200202,Tennessee,40.5,-1.3
200203,Tennessee,48.3,-1.1
200204,Tennessee,60.9,1.7
200205,Tennessee,64.2,-3.8
200206,Tennessee,74.9,-0.4
200207,Tennessee,78.8,0.7
200208,Tennessee,77.8,1.3
200209,Tennessee,73.3,1.7
200210,Tennessee,60.9,0.9
200211,Tennessee,45.3,-2.6
200212,Tennessee,39.5,-2.9
200301,Tennessee,32.2,-5.2
200302,Tennessee,38.5,-3.3
200303,Tennessee,51.3,1.9
200304,Tennessee,59.4,0.2
200305,Tennessee,66.5,-1.5
200306,Tennessee,70.6,-4.7
200307,Tennessee,76.2,-1.9
200308,Tennessee,77.1,0.6
200309,Tennessee,68.1,-3.5
200310,Tennessee,58.5,-1.5
200311,Tennessee,52.8,4.9
200312,Tennessee,38.9,-3.5
200401,Tennessee,36.9,-0.5
200402,Tennessee,39.4,-2.4
200403,Tennessee,52.7,3.3
200404,Tennessee,57.2,-2
200405,Tennessee,70.1,2.1
200406,Tennessee,73.7,-1.6
200407,Tennessee,75.6,-2.5
200408,Tennessee,72.2,-4.3
200409,Tennessee,69.6,-2
200410,Tennessee,62.8,2.8
200411,Tennessee,53,5.1
200412,Tennessee,38.7,-3.7
200501,Tennessee,42.8,5.4
200502,Tennessee,44.4,2.6
200503,Tennessee,47,-2.4
200504,Tennessee,57.9,-1.3
200505,Tennessee,63.3,-4.7
200506,Tennessee,74,-1.3
200507,Tennessee,78,-0.1
200508,Tennessee,78.9,2.4
200509,Tennessee,72.6,1
200510,Tennessee,59.3,-0.7
200511,Tennessee,50.4,2.5
200512,Tennessee,36.4,-6
200601,Tennessee,45,7.6
200602,Tennessee,38.5,-3.3
200603,Tennessee,49.6,0.2
200604,Tennessee,63.2,4
200605,Tennessee,65,-3
200606,Tennessee,73.2,-2.1
200607,Tennessee,78,-0.1
200608,Tennessee,79.2,2.7
200609,Tennessee,67.2,-4.4
200610,Tennessee,56.1,-3.9
200611,Tennessee,48.4,0.5
200612,Tennessee,43.3,0.9
200701,Tennessee,40.2,2.8
200702,Tennessee,35.9,-5.9
200703,Tennessee,56.4,7
200704,Tennessee,55.2,-4
200705,Tennessee,68.7,0.7
200706,Tennessee,75.2,-0.1
200707,Tennessee,76.2,-1.9
200708,Tennessee,82.6,6.1
200709,Tennessee,73,1.4
200710,Tennessee,63.2,3.2
200711,Tennessee,48.2,0.3
200712,Tennessee,44.5,2.1
200801,Tennessee,36.4,-1
200802,Tennessee,42.2,0.4
200803,Tennessee,48.8,-0.6
200804,Tennessee,57.2,-2
200805,Tennessee,64.8,-3.2
200806,Tennessee,75.4,0.1
200807,Tennessee,76.8,-1.3
200808,Tennessee,75.2,-1.3
200809,Tennessee,71.2,-0.4
200810,Tennessee,57.9,-2.1
200811,Tennessee,45.2,-2.7
200812,Tennessee,40.4,-2
200901,Tennessee,35.3,-2.1
200902,Tennessee,42.3,0.5
200903,Tennessee,50.3,0.9
200904,Tennessee,57.2,-2
200905,Tennessee,66.4,-1.6
200906,Tennessee,75.6,0.3
200907,Tennessee,73.7,-4.4
200908,Tennessee,74.9,-1.6
200909,Tennessee,70.6,-1
200910,Tennessee,56.2,-3.8
200911,Tennessee,50.5,2.6
200912,Tennessee,37.9,-4.5
201001,Tennessee,32.8,-4.6
201002,Tennessee,33.7,-8.1
201003,Tennessee,47.2,-2.2
201004,Tennessee,60.9,1.7
201005,Tennessee,69.1,1.1
201006,Tennessee,78.4,3.1
201007,Tennessee,79.8,1.7
201008,Tennessee,79.8,3.3
201009,Tennessee,71.6,0
201010,Tennessee,59.2,-0.8
201011,Tennessee,49.8,1.9
201012,Tennessee,32.7,-9.7
201101,Tennessee,33.9,-3.5
201102,Tennessee,43.1,1.3
201103,Tennessee,50.6,1.2
201104,Tennessee,61,1.8
201105,Tennessee,65.7,-2.3
201106,Tennessee,76.5,1.2
201107,Tennessee,80,1.9
201108,Tennessee,77.8,1.3
201109,Tennessee,68.1,-3.5
201110,Tennessee,56.8,-3.2
201111,Tennessee,51,3.1
201112,Tennessee,42.8,0.4
201201,Tennessee,42.4,5
201202,Tennessee,44.5,2.7
201203,Tennessee,59.8,10.4
201204,Tennessee,60,0.8
201205,Tennessee,70.4,2.4
201206,Tennessee,73.6,-1.7
201207,Tennessee,80.5,2.4
201208,Tennessee,75.6,-0.9
201209,Tennessee,69.1,-2.5
201210,Tennessee,56.7,-3.3
201211,Tennessee,45.8,-2.1
201212,Tennessee,45.6,3.2
201301,Tennessee,41,3.6
201302,Tennessee,40.8,-1
201303,Tennessee,42.7,-6.7
201304,Tennessee,56.8,-2.4
201305,Tennessee,65,-3
201306,Tennessee,74.2,-1.1
201307,Tennessee,74.8,-3.3
201308,Tennessee,74.7,-1.8
201309,Tennessee,70.7,-0.9
201310,Tennessee,59.5,-0.5
201311,Tennessee,44.8,-3.1
201312,Tennessee,40.4,-2
201401,Tennessee,30,-7.4
201402,Tennessee,38.3,-3.5
201403,Tennessee,45,-4.4
201404,Tennessee,58.6,-0.6
201405,Tennessee,67.3,-0.7
201406,Tennessee,74.8,-0.5
201407,Tennessee,73.4,-4.7
201408,Tennessee,75.9,-0.6
201409,Tennessee,70.7,-0.9
201410,Tennessee,60.2,0.2
201411,Tennessee,42.4,-5.5
201412,Tennessee,42.8,0.4
201501,Tennessee,36.1,-1.3
201502,Tennessee,31.4,-10.4
201503,Tennessee,49,-0.4
201504,Tennessee,60.1,0.9
201505,Tennessee,68,0
201506,Tennessee,75.9,0.6
201507,Tennessee,78.3,0.2
201508,Tennessee,74.2,-2.3
201509,Tennessee,70.9,-0.7
201510,Tennessee,59.7,-0.3
201511,Tennessee,53.5,5.6
201512,Tennessee,51.3,8.9
201601,Tennessee,34.8,-2.6
201602,Tennessee,42.5,0.7
201603,Tennessee,53.9,4.5
201604,Tennessee,59.5,0.3
201605,Tennessee,65.3,-2.7
201606,Tennessee,76.5,1.2
201607,Tennessee,79.8,1.7
201608,Tennessee,79,2.5
201609,Tennessee,74.1,2.5
201610,Tennessee,64.6,4.6
201611,Tennessee,52.7,4.8
201612,Tennessee,40.9,-1.5
201701,Tennessee,44.9,7.5
201702,Tennessee,48.9,7.1
201703,Tennessee,51.1,1.7
201704,Tennessee,63.1,3.9
201705,Tennessee,66.6,-1.4
201706,Tennessee,73,-2.3
201707,Tennessee,78.1,0
201708,Tennessee,74.6,-1.9
201709,Tennessee,69.1,-2.5
201710,Tennessee,60.8,0.8
201711,Tennessee,49.9,2
201712,Tennessee,39.5,-2.9
201801,Tennessee,32.9,-4.5
201802,Tennessee,48.5,6.7
201803,Tennessee,48.2,-1.2
201804,Tennessee,52.9,-6.3
201805,Tennessee,72.3,4.3
201806,Tennessee,76.5,1.2
201807,Tennessee,78.1,0
201808,Tennessee,76.5,0
201809,Tennessee,74.9,3.3
201810,Tennessee,61,1
201811,Tennessee,44.4,-3.5
201812,Tennessee,42.7,0.3
201901,Tennessee,39.4,2
201902,Tennessee,46.7,4.9
201903,Tennessee,46.9,-2.5
201904,Tennessee,59.3,0.1
201905,Tennessee,70.1,2.1
201906,Tennessee,73.4,-1.9
201907,Tennessee,77.8,-0.3
201908,Tennessee,76.9,0.4
201909,Tennessee,76.4,4.8
201910,Tennessee,61.7,1.7
201911,Tennessee,44.2,-3.7
201912,Tennessee,45.2,2.8
202001,Tennessee,43,5.6
200001,Texas,50.7,3.9
200002,Texas,57,6
200003,Texas,61.4,2.4
200004,Texas,66.1,-0.1
200005,Texas,76.9,3.5
200006,Texas,78.6,-3
200007,Texas,84.1,0.7
200008,Texas,84.2,0.5
200009,Texas,78.1,0.3
200010,Texas,67.2,-0.2
200011,Texas,51.1,-5
200012,Texas,42.4,-6.6
200101,Texas,43.9,-2.9
200102,Texas,51.9,0.9
200103,Texas,53.3,-5.7
200104,Texas,67.8,1.6
200105,Texas,74.1,0.7
200106,Texas,80.9,-0.7
200107,Texas,85.1,1.7
200108,Texas,82.8,-0.9
200109,Texas,74.9,-2.9
200110,Texas,65.4,-2
200111,Texas,58.9,2.8
200112,Texas,49.4,0.4
200201,Texas,48.7,1.9
200202,Texas,47.1,-3.9
200203,Texas,55.4,-3.6
200204,Texas,69.1,2.9
200205,Texas,74,0.6
200206,Texas,80.6,-1
200207,Texas,80.9,-2.5
200208,Texas,82.8,-0.9
200209,Texas,76,-1.8
200210,Texas,64.9,-2.5
200211,Texas,53,-3.1
200212,Texas,47.8,-1.2
200301,Texas,46.2,-0.6
200302,Texas,48.3,-2.7
200303,Texas,57.2,-1.8
200304,Texas,66.6,0.4
200305,Texas,75.8,2.4
200306,Texas,78.5,-3.1
200307,Texas,82.1,-1.3
200308,Texas,82.9,-0.8
200309,Texas,73.9,-3.9
200310,Texas,67.4,0
200311,Texas,58,1.9
200312,Texas,49.1,0.1
200401,Texas,48.9,2.1
200402,Texas,47.4,-3.6
200403,Texas,61.8,2.8
200404,Texas,64.3,-1.9
200405,Texas,73.7,0.3
200406,Texas,78.7,-2.9
200407,Texas,80.7,-2.7
200408,Texas,79.2,-4.5
200409,Texas,75.2,-2.6
200410,Texas,69.7,2.3
200411,Texas,55.7,-0.4
200412,Texas,47.6,-1.4
200501,Texas,50.7,3.9
200502,Texas,51.9,0.9
200503,Texas,56.5,-2.5
200504,Texas,64.3,-1.9
200505,Texas,71.8,-1.6
200506,Texas,80.5,-1.1
200507,Texas,82.4,-1
200508,Texas,81.3,-2.4
200509,Texas,79.9,2.1
200510,Texas,66.4,-1
200511,Texas,58.7,2.6
200512,Texas,47.2,-1.8
200601,Texas,52.9,6.1
200602,Texas,50.2,-0.8
200603,Texas,61.1,2.1
200604,Texas,70.7,4.5
200605,Texas,75.7,2.3
200606,Texas,80.8,-0.8
200607,Texas,83.4,0
200608,Texas,83.6,-0.1
200609,Texas,74.1,-3.7
200610,Texas,66.8,-0.6
200611,Texas,57.9,1.8
200612,Texas,48.2,-0.8
200701,Texas,42.5,-4.3
200702,Texas,49.4,-1.6
200703,Texas,61.9,2.9
200704,Texas,61.7,-4.5
200705,Texas,71.4,-2
200706,Texas,77.9,-3.7
200707,Texas,79,-4.4
200708,Texas,81.8,-1.9
200709,Texas,77.1,-0.7
200710,Texas,68.6,1.2
200711,Texas,57.6,1.5
200712,Texas,49.2,0.2
200801,Texas,46.1,-0.7
200802,Texas,53.2,2.2
200803,Texas,58.4,-0.6
200804,Texas,65.3,-0.9
200805,Texas,74.3,0.9
200806,Texas,82.9,1.3
200807,Texas,81.7,-1.7
200808,Texas,80.8,-2.9
200809,Texas,73.3,-4.5
200810,Texas,65.4,-2
200811,Texas,56.8,0.7
200812,Texas,48.2,-0.8
200901,Texas,47.9,1.1
200902,Texas,55.5,4.5
200903,Texas,59.5,0.5
200904,Texas,64.8,-1.4
200905,Texas,73.6,0.2
200906,Texas,81.7,0.1
200907,Texas,84.1,0.7
200908,Texas,83.3,-0.4
200909,Texas,74.1,-3.7
200910,Texas,64.2,-3.2
200911,Texas,57.3,1.2
200912,Texas,43.1,-5.9
201001,Texas,44.4,-2.4
201002,Texas,44,-7
201003,Texas,54.8,-4.2
201004,Texas,65,-1.2
201005,Texas,73.8,0.4
201006,Texas,82.7,1.1
201007,Texas,81.4,-2
201008,Texas,84.4,0.7
201009,Texas,77.7,-0.1
201010,Texas,67.2,-0.2
201011,Texas,56.6,0.5
201012,Texas,49.2,0.2
201101,Texas,45,-1.8
201102,Texas,48.7,-2.3
201103,Texas,61.8,2.8
201104,Texas,70.3,4.1
201105,Texas,74.1,0.7
201106,Texas,85.2,3.6
201107,Texas,87,3.6
201108,Texas,88.2,4.5
201109,Texas,77.9,0.1
201110,Texas,66.9,-0.5
201111,Texas,56.9,0.8
201112,Texas,46.1,-2.9
201201,Texas,50.4,3.6
201202,Texas,51.8,0.8
201203,Texas,63.2,4.2
201204,Texas,70.2,4
201205,Texas,75.5,2.1
201206,Texas,82.4,0.8
201207,Texas,83.4,0
201208,Texas,83.7,0
201209,Texas,76.6,-1.2
201210,Texas,65.9,-1.5
201211,Texas,59,2.9
201212,Texas,51.1,2.1
201301,Texas,47.9,1.1
201302,Texas,51.7,0.7
201303,Texas,57.2,-1.8
201304,Texas,63,-3.2
201305,Texas,72.5,-0.9
201306,Texas,81.8,0.2
201307,Texas,81.3,-2.1
201308,Texas,83.3,-0.4
201309,Texas,78.2,0.4
201310,Texas,66.7,-0.7
201311,Texas,52.9,-3.2
201312,Texas,44.8,-4.2
201401,Texas,44.5,-2.3
201402,Texas,48.4,-2.6
201403,Texas,54.8,-4.2
201404,Texas,65.4,-0.8
201405,Texas,72,-1.4
201406,Texas,80.6,-1
201407,Texas,81.7,-1.7
201408,Texas,82.6,-1.1
201409,Texas,76.4,-1.4
201410,Texas,69.6,2.2
201411,Texas,51.5,-4.6
201412,Texas,50.7,1.7
201501,Texas,44,-2.8
201502,Texas,48.2,-2.8
201503,Texas,56.2,-2.8
201504,Texas,66.6,0.4
201505,Texas,71.6,-1.8
201506,Texas,79.3,-2.3
201507,Texas,83.2,-0.2
201508,Texas,83.3,-0.4
201509,Texas,79.2,1.4
201510,Texas,69.2,1.8
201511,Texas,57.3,1.2
201512,Texas,51.5,2.5
201601,Texas,46.4,-0.4
201602,Texas,54.4,3.4
201603,Texas,61.2,2.2
201604,Texas,66.1,-0.1
201605,Texas,71.6,-1.8
201606,Texas,80.1,-1.5
201607,Texas,85.4,2
201608,Texas,81.5,-2.2
201609,Texas,77.6,-0.2
201610,Texas,70.9,3.5
201611,Texas,61,4.9
201612,Texas,49.6,0.6
201701,Texas,50.8,4
201702,Texas,58.4,7.4
201703,Texas,63.6,4.6
201704,Texas,67.1,0.9
201705,Texas,72,-1.4
201706,Texas,80.6,-1
201707,Texas,83.6,0.2
201708,Texas,80.6,-3.1
201709,Texas,76.5,-1.3
201710,Texas,66.5,-0.9
201711,Texas,60.3,4.2
201712,Texas,47.8,-1.2
201801,Texas,43.8,-3
201802,Texas,52.3,1.3
201803,Texas,61.7,2.7
201804,Texas,63,-3.2
201805,Texas,78,4.6
201806,Texas,83.9,2.3
201807,Texas,84.5,1.1
201808,Texas,83,-0.7
201809,Texas,76.2,-1.6
201810,Texas,65.4,-2
201811,Texas,51.9,-4.2
201812,Texas,48.3,-0.7
201901,Texas,47.2,0.4
201902,Texas,51.9,0.9
201903,Texas,55.7,-3.3
201904,Texas,65,-1.2
201905,Texas,72.5,-0.9
201906,Texas,79.1,-2.5
201907,Texas,82.8,-0.6
201908,Texas,85.9,2.2
201909,Texas,81.5,3.7
201910,Texas,65.2,-2.2
201911,Texas,53.2,-2.9
201912,Texas,50.7,1.7
202001,Texas,50.8,4
200001,Utah,31.9,4
200002,Utah,36,3.8
200003,Utah,38.8,-2.4
200004,Utah,51,4.2
200005,Utah,59.3,4.9
200006,Utah,67.3,-0.3
200007,Utah,74,0.4
200008,Utah,73,1.9
200009,Utah,62,-1.2
200010,Utah,49.1,-0.7
200011,Utah,29.8,-8.2
200012,Utah,30.4,2
200101,Utah,26.3,-1.6
200102,Utah,31.7,-0.5
200103,Utah,41.4,0.2
200104,Utah,47,0.2
200105,Utah,59.3,4.9
200106,Utah,67.1,-0.5
200107,Utah,72.9,-0.7
200108,Utah,72.4,1.3
200109,Utah,65.2,2
200110,Utah,52.2,2.4
200111,Utah,39.3,1.3
200112,Utah,25,-3.4
200201,Utah,26.1,-1.8
200202,Utah,29,-3.2
200203,Utah,36,-5.2
200204,Utah,49.7,2.9
200205,Utah,56.3,1.9
200206,Utah,68.7,1.1
200207,Utah,76.2,2.6
200208,Utah,70.7,-0.4
200209,Utah,61,-2.2
200210,Utah,47,-2.8
200211,Utah,35.9,-2.1
200212,Utah,29.3,0.9
200301,Utah,35.2,7.3
200302,Utah,31,-1.2
200303,Utah,40.3,-0.9
200304,Utah,45.8,-1
200305,Utah,57.4,3
200306,Utah,66,-1.6
200307,Utah,77.2,3.6
200308,Utah,72.7,1.6
200309,Utah,62.2,-1
200310,Utah,55,5.2
200311,Utah,34.1,-3.9
200312,Utah,30.3,1.9
200401,Utah,24.2,-3.7
200402,Utah,27.8,-4.4
200403,Utah,45.6,4.4
200404,Utah,48,1.2
200405,Utah,57,2.6
200406,Utah,66.1,-1.5
200407,Utah,72.2,-1.4
200408,Utah,68.6,-2.5
200409,Utah,60.2,-3
200410,Utah,48.9,-0.9
200411,Utah,35.7,-2.3
200412,Utah,30.1,1.7
200501,Utah,32.6,4.7
200502,Utah,33.5,1.3
200503,Utah,39,-2.2
200504,Utah,45.9,-0.9
200505,Utah,56,1.6
200506,Utah,61.8,-5.8
200507,Utah,74.8,1.2
200508,Utah,69,-2.1
200509,Utah,60.8,-2.4
200510,Utah,50.4,0.6
200511,Utah,39,1
200512,Utah,29.2,0.8
200601,Utah,29.9,2
200602,Utah,31.5,-0.7
200603,Utah,36.3,-4.9
200604,Utah,48.4,1.6
200605,Utah,58.9,4.5
200606,Utah,68.8,1.2
200607,Utah,75,1.4
200608,Utah,69.7,-1.4
200609,Utah,58.1,-5.1
200610,Utah,47.3,-2.5
200611,Utah,38.2,0.2
200612,Utah,27.9,-0.5
200701,Utah,22.4,-5.5
200702,Utah,34.3,2.1
200703,Utah,43,1.8
200704,Utah,48.3,1.5
200705,Utah,57.7,3.3
200706,Utah,68.2,0.6
200707,Utah,76.2,2.6
200708,Utah,72.8,1.7
200709,Utah,61.7,-1.5
200710,Utah,48.9,-0.9
200711,Utah,40.6,2.6
200712,Utah,24.6,-3.8
200801,Utah,22.8,-5.1
